indicator_name,indicator_code,country_name,country_code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Imports Of Goods And Services (% Of GDP),NE.IMP.GNFS.ZS,Japan,JPN,0.091951677,0.095692898,0.096673933,0.099438359,0.019532415,0.125352662,0.144588793,0.156571914,0.169749827,0.119699858,0.135762573,0.154686762,0.169137113,0.182321241,0.025468245,0.183451818,0.152626749,0.168393345,0.181928648
Imports Of Goods And Services (% Of GDP),NE.IMP.GNFS.ZS,Japan,JPN,0.091951677,0.095692898,0.096673933,0.099438359,0.019532415,0.125352662,0.144588793,0.156571914,0.169749827,0.119699858,0.135762573,0.154686762,0.169137113,0.182321241,0.025468245,0.183451818,0.152626749,0.168393345,0.181928648
Imports Of Goods And Services (% Of GDP),NE.IMP.GNFS.ZS,Lao PDR,LAO,0.381752978,0.382627863,0.385238819,0.377166272,0.411676296,0.428289155,0.438629789,0.455983158,0.486951162,0.468477565,0.493363119,0.513555398,0.063839889,0.066432179,0.583519164,0.51846644,0.418824635,0.431389374,0.444331549
Imports Of Goods And Services (% Of GDP),NE.IMP.GNFS.ZS,Lao PDR,LAO,0.381752978,0.382627863,0.385238819,0.377166272,0.411676296,0.428289155,0.438629789,0.455983158,0.486951162,0.468477565,0.493363119,0.513555398,0.063839889,0.066432179,0.583519164,0.51846644,0.418824635,0,0
Imports Of Goods And Services (% Of GDP),NE.IMP.GNFS.ZS,Malaysia,MYS,0.015978255,0.929621447,0.915929964,0.87251683,0.959281765,0.099556678,0.09391666,0.862972315,0.771687475,0.711421786,0.711446982,0.696822425,0.685418485,0.679195435,0.645187326,0.619213774,0.061235659,0.631739338,0.617454113
Imports Of Goods And Services (% Of GDP),NE.IMP.GNFS.ZS,Malaysia,MYS,0.015978255,0.929621447,0.915929964,0.87251683,0.959281765,0.099556678,0.09391666,0.862972315,0.771687475,0.711421786,0.711446982,0.696822425,0.685418485,0.679195435,0.645187326,0.619213774,0.061235659,0.631739338,0.617454113
Imports Of Goods And Services (% Of GDP),NE.IMP.GNFS.ZS,Myanmar,MMR,0.006268577,0.004467156,0.002254493,0.001583946,0.001411218,0.009543846,0.0098516,0.007955958,0.006654742,0.006474888,0.158993368,0.001916834,0.018862545,0.189456666,0.221685413,0.265684337,0.219617673,0.279886724,0.288283322
Imports Of Goods And Services (% Of GDP),NE.IMP.GNFS.ZS,Myanmar,MMR,0.006268577,0.004467156,0.002254493,0.001583946,0.001411218,0.009543846,0.0098516,0.007955958,0.006654742,0.006474888,0.158993368,0.001916834,0.018862545,0.189456666,0.221685413,0.265684337,0.219617673,0.279886724,0
Imports Of Goods And Services (% Of GDP),NE.IMP.GNFS.ZS,Philippines,PHL,0.533656394,0.528828873,0.556887329,0.546922781,0.546987637,0.517415661,0.483627717,0.433586113,0.393722577,0.333583813,0.366161982,0.356677121,0.348396519,0.322276125,0.325589722,0.342942879,0.374322318,0.048726379,0.443747492
Imports Of Goods And Services (% Of GDP),NE.IMP.GNFS.ZS,Philippines,PHL,0.533656394,0.528828873,0.556887329,0.546922781,0.546987637,0.517415661,0.483627717,0.433586113,0.393722577,0.333583813,0.366161982,0.356677121,0.348396519,0.322276125,0.325589722,0.342942879,0.374322318,0.048726379,0.443747492
Imports Of Goods And Services (% Of GDP),NE.IMP.GNFS.ZS,Singapore,SGP,1.761363183,1.66397925,1.656598959,1.746323579,1.875721796,1.952784518,1.973257825,1.815978188,0.28332944,1.673478768,1.71686595,1.757792273,1.724933529,1.719639837,1.685137834,1.518679446,1.389232798,1.464118227,1.498159819
Imports Of Goods And Services (% Of GDP),NE.IMP.GNFS.ZS,Singapore,SGP,1.761363183,1.66397925,1.656598959,1.746323579,1.875721796,1.952784518,1.973257825,1.815978188,0.28332944,1.673478768,1.71686595,1.757792273,1.724933529,1.719639837,1.685137834,1.518679446,1.389232798,1.464118227,1.498159819
Imports Of Goods And Services (% Of GDP),NE.IMP.GNFS.ZS,South Korea,KOR,0.329383143,0.311786172,0.293268529,0.036982554,0.344668354,0.343746497,0.363858639,0.385833358,0.499721598,0.428628772,0.462345927,0.542525787,0.535459591,0.488956697,0.452168895,0.383754318,0.354286377,0.376882435,0.389937736
Imports Of Goods And Services (% Of GDP),NE.IMP.GNFS.ZS,South Korea,KOR,0.329383143,0.311786172,0.293268529,0.036982554,0.344668354,0.343746497,0.363858639,0.385833358,0.499721598,0.428628772,0.462345927,0.542525787,0.535459591,0.488956697,0.452168895,0.383754318,0.354286377,0.376882435,0.389937736
Imports Of Goods And Services (% Of GDP),NE.IMP.GNFS.ZS,Thailand,THA,0.564576713,0.571714858,0.543239943,0.551727685,0.614411357,0.694511682,0.654115186,0.619114947,0.692572125,0.548386888,0.067643157,0.688257884,0.687237251,0.652911129,0.625113745,0.572338478,0.536358378,0.543473923,0.564883294
Imports Of Goods And Services (% Of GDP),NE.IMP.GNFS.ZS,Thailand,THA,0.564576713,0.571714858,0.543239943,0.551727685,0.614411357,0.694511682,0.654115186,0.619114947,0.692572125,0.548386888,0.067643157,0.688257884,0.687237251,0.652911129,0.625113745,0.572338478,0.536358378,0.543473923,0.564883294
Imports Of Goods And Services (% Of GDP),NE.IMP.GNFS.ZS,United States,USA,0.143591126,0.131599745,0.132222959,0.134343698,0.1471544,0.155442272,0.162432651,0.164634879,0.174734932,0.136926858,0.157428943,0.172587554,0.173926497,0.164684828,0.164337643,0.152951885,0.146436499,0.154748645,0.153252118
Imports Of Goods And Services (% Of GDP),NE.IMP.GNFS.ZS,United States,USA,0.143591126,0.131599745,0.132222959,0.134343698,0.1471544,0.155442272,0.162432651,0.164634879,0.174734932,0.136926858,0.157428943,0.172587554,0.173926497,0.164684828,0.164337643,0.152951885,0.146436499,0.154748645,0.153252118
Imports Of Goods And Services (% Of GDP),NE.IMP.GNFS.ZS,Vietnam,VNM,0.574955974,0.568944716,0.61957735,0.676546965,0.732854565,0.671535338,0.075968754,0.848759394,0.839878769,0.729743366,0.082151253,0.835236773,0.765253115,0.814689583,0.831297539,0.889881668,0.916233926,0.987911446,0.124748676
Imports Of Goods And Services (% Of GDP),NE.IMP.GNFS.ZS,Vietnam,VNM,0.574955974,0.568944716,0.61957735,0.676546965,0.732854565,0.671535338,0.075968754,0.848759394,0.839878769,0.729743366,0.082151253,0.835236773,0.765253115,0.814689583,0.831297539,0.889881668,0.916233926,0.987911446,0.124748676
"International Tourism, Expenditures (% Of Total Imports)",ST.INT.XPND.MP.ZS,Brunei Darussalam,BRN,0,0.213416517,0.168889368,0.024649472,0.15829427,0.148299912,0.145616357,0.129963352,0.017741845,0.128342476,0.132192754,0.125583113,0.087483952,0.082991396,0.015213472,0.094254468,0.115967152,0.116652895,0.012962198
"International Tourism, Expenditures (% Of Total Imports)",ST.INT.XPND.MP.ZS,Cambodia,KHM,0.022975773,0.024167419,0.023391263,0.019342497,0.021142291,0.034335896,0.031568338,0.036378885,0.031159547,0.027984399,0.017223479,0.036759697,0.037587276,0.037696469,0.037366721,0.041281489,0.046425356,0.053653375,0.049383121
"International Tourism, Expenditures (% Of Total Imports)",ST.INT.XPND.MP.ZS,China,CHN,0.087915647,0.08363694,0.079712383,0.047553165,0.038583792,0.033541838,0.031721418,0.031386174,0.031537279,0.042445893,0.039741613,0.039731795,0.052477628,0.066429146,0.011422884,0.124773153,0.128778644,0.116565924,0.018844351
"International Tourism, Expenditures (% Of Total Imports)",ST.INT.XPND.MP.ZS,India,IND,0.054411947,0.061238669,0.057432195,0.047171272,0.044151775,0.045513445,0.038827127,0.038344858,0.031849922,0.028361985,0.023892354,0.024769367,0.024326248,0.024774786,0.031599512,0.035955919,0.046429747,0.038916519,0.041113527
"International Tourism, Expenditures (% Of Total Imports)",ST.INT.XPND.MP.ZS,Indonesia,IDN,0.057867748,0.067386688,0.095679518,0.077739516,0.067716819,0.054944853,0.062295949,0.064913473,0.064647926,0.066339526,0.057982167,0.045789938,0.042533497,0.048658598,0.058444733,0.059384695,0.062246566,0.059882238,0.053186622
"International Tourism, Expenditures (% Of Total Imports)",ST.INT.XPND.MP.ZS,Japan,JPN,0.093796754,0.085127164,0.086351698,0.081262418,0.089692896,0.079757117,0.056579859,0.051848488,0.044649687,0.053865923,0.049641789,0.049813832,0.043692891,0.033746861,0.028851973,0.028777713,0.033677422,0.037616454,0.033615915
"International Tourism, Expenditures (% Of Total Imports)",ST.INT.XPND.MP.ZS,Lao PDR,LAO,0.013832933,0.007587485,0.009396354,0.011938393,0.017511465,0.018584816,0.013665853,0.012633163,0.033757315,0.056992132,0.092539564,0.096472984,0.162215425,0.227853855,0.172545625,0.148366215,0.14263173,0.13793935,0.129676848
"International Tourism, Expenditures (% Of Total Imports)",ST.INT.XPND.MP.ZS,Malaysia,MYS,0.026976664,0.039347276,0.036326327,0.035129475,0.032257457,0.033229396,0.034569795,0.039497185,0.043232683,0.049696637,0.059866353,0.053649327,0.061933234,0.061689193,0.063671738,0.062743792,0.062613713,0.062912489,0.059854587
"International Tourism, Expenditures (% Of Total Imports)",ST.INT.XPND.MP.ZS,Myanmar,MMR,0.012192333,0.013632226,0.017781838,0.018138389,0.014513573,0.016869742,0.015227966,0.011793986,0.013872273,0.013222897,0.011464128,0.015382458,0.029159449,0.011191712,0.008442193,0.009319423,0.013114933,0.007367956,0.006254478
"International Tourism, Expenditures (% Of Total Imports)",ST.INT.XPND.MP.ZS,Philippines,PHL,0.052151983,0.05816747,0.054199445,0.044541837,0.038128764,0.075735897,0.06336745,0.061698592,0.066528364,0.077717233,0.098486522,0.085256859,0.089731284,0.017135973,0.126368537,0.131696135,0.114236824,0.015291162,0.096141596
"International Tourism, Expenditures (% Of Total Imports)",ST.INT.XPND.MP.ZS,Singapore,SGP,0.026817218,0.044172258,0.053568536,0.049154896,0.043595823,0.043491767,0.038426358,0.041114324,0.045884286,0.048333914,0.045419431,0.043622874,0.045458338,0.046144926,0.048148429,0.058396868,0.054145911,0.049498428,0.045525713
"International Tourism, Expenditures (% Of Total Imports)",ST.INT.XPND.MP.ZS,South Korea,KOR,0.042365832,0.049955924,0.062381642,0.051846617,0.055471797,0.054192975,0.055911596,0.056186571,0.041361985,0.041118328,0.045363323,0.033536567,0.034577311,0.037757765,0.046821514,0.052262727,0.058739758,0.058845378,0.053554498
"International Tourism, Expenditures (% Of Total Imports)",ST.INT.XPND.MP.ZS,Thailand,THA,0.044917274,0.048214538,0.052733927,0.041585596,0.049886259,0.037598133,0.042463959,0.042344527,0.032892564,0.037617573,0.034472244,0.029591292,0.029619842,0.029976146,0.034648825,0.04151618,0.059353957,0.051159288,0.051734548
"International Tourism, Expenditures (% Of Total Imports)",ST.INT.XPND.MP.ZS,United States,USA,0.059525144,0.058267162,0.054648367,0.052253516,0.053197145,0.057364398,0.04814369,0.047813426,0.046989149,0.052344662,0.046864118,0.04352142,0.047138344,0.047235126,0.049391935,0.054261124,0.059217867,0.059862163,0.059664164
"International Tourism, Expenditures (% Of Total Imports)",ST.INT.XPND.MP.ZS,Vietnam,VNM,0.019636597,0.022439728,0.028775975,0.021515472,0.022188986,0.022866958,0.022883892,0.018545515,0.015583456,0.015912334,0.016839645,0.01565719,0.015881166,0.014948338,0.017366686,0.021655229,0.024684993,0.022767416,0.024683644
"Manufacturing, Value Added (% Of GDP)",NV.IND.MANF.ZS,Brunei Darussalam,BRN,0.153631171,0.157255681,0.156841335,0.153157279,0.132873789,0.123769469,0.015635967,0.013811252,0.137778364,0.139693683,0.149636741,0.164356526,0.16623955,0.164987854,0.161284366,0.145291934,0.114661786,0.126581842,0.146694225
"Manufacturing, Value Added (% Of GDP)",NV.IND.MANF.ZS,Cambodia,KHM,0.159695673,0.167694523,0.176815442,0.18242699,0.187827927,0.178466654,0.185645935,0.173327465,0.153474177,0.144171779,0.146938799,0.151725936,0.158786436,0.154957917,0.153975668,0.161377197,0.159951856,0.161885736,0.163494136
"Manufacturing, Value Added (% Of GDP)",NV.IND.MANF.ZS,China,CHN,0,0,0,0,0.319756997,0.329392433,0.324523286,0.32383356,0.321194129,0.315962426,0.316128183,0.326478997,0.315285751,0.03671966,0.035463489,0.295768664,0.289556345,0.293297167,0.294143736
"Manufacturing, Value Added (% Of GDP)",NV.IND.MANF.ZS,India,IND,0.159272318,0.153721283,0.155587173,0.155873867,0.158272458,0.159731745,0.173365333,0.168645678,0.179867415,0.171435777,0.172993425,0.161393381,0.158169237,0.152532269,0.156557112,0.155838546,0.151999152,0.148736416,0.148247971
"Manufacturing, Value Added (% Of GDP)",NV.IND.MANF.ZS,Indonesia,IDN,0.226597513,0.037545972,0.319532785,0.282528418,0.286582659,0.274757485,0.275375748,0.274841275,0.27814273,0.263554745,0.223862859,0.217685454,0.214595555,0.212868868,0.217517656,0.029857874,0.025229747,0.021638995,0.198644385
"Manufacturing, Value Added (% Of GDP)",NV.IND.MANF.ZS,Japan,JPN,0.225582135,0.21253793,0.028837174,0.211137118,0.213324532,0.216448579,0.216138923,0.227645555,0.214282766,0.191461588,0.028331439,0.19665716,0.197315243,0.194362565,0.197312974,0.028133218,0.026752634,0.027271847,0
"Manufacturing, Value Added (% Of GDP)",NV.IND.MANF.ZS,Lao PDR,LAO,0.087188728,0.091444317,0.011492629,0.098121927,0.019899321,0.096416122,0.094556243,0.016183222,0.018311574,0.116792655,0.119441373,0.016713661,0.089837727,0.084354228,0.084276953,0.081952195,0.077715638,0.074835345,0.074527274
"Manufacturing, Value Added (% Of GDP)",NV.IND.MANF.ZS,Malaysia,MYS,0.038635498,0.29336444,0.292463982,0.299286719,0.033781474,0.275496883,0.275668756,0.261225839,0.245671766,0.238145513,0.234337756,0.23322449,0.231381763,0.228474243,0.228739324,0.222933124,0.217969461,0.218563363,0.215639633
"Manufacturing, Value Added (% Of GDP)",NV.IND.MANF.ZS,Myanmar,MMR,0.071647382,0.078285973,0.091772325,0.097994144,0.115833479,0.12816337,0.139923195,0.148864138,0.168296935,0.187855248,0.198628285,0.19721312,0.029235445,0.199159138,0.199375833,0.028814188,0.228513439,0.238537255,0
"Manufacturing, Value Added (% Of GDP)",NV.IND.MANF.ZS,Philippines,PHL,0.244673928,0.246668654,0.246924452,0.246426468,0.239483347,0.245345259,0.236211854,0.22744234,0.228679135,0.212644167,0.21444885,0.219238218,0.025558158,0.024136927,0.02679274,0.023613114,0.196652499,0.194553859,0.195375874
"Manufacturing, Value Added (% Of GDP)",NV.IND.MANF.ZS,Singapore,SGP,0.258614864,0.233946979,0.247376432,0.247654127,0.271193676,0.27767618,0.265785986,0.23822652,0.02585665,0.022733764,0.027738333,0.195825516,0.19116822,0.176384962,0.179997689,0.188932986,0.176143513,0.188793133,0.028177745
"Manufacturing, Value Added (% Of GDP)",NV.IND.MANF.ZS,South Korea,KOR,0.261278432,0.246655778,0.242247378,0.238679921,0.257213455,0.255161545,0.258611386,0.254613385,0.257982357,0.265144299,0.278118359,0.284787865,0.281685878,0.282386931,0.274891252,0.278555889,0.267818278,0.275723829,0.272282819
"Manufacturing, Value Added (% Of GDP)",NV.IND.MANF.ZS,Thailand,THA,0.285926747,0.283489973,0.28716589,0.29773264,0.296451956,0.29793816,0.033373484,0.037479463,0.037979584,0.296127189,0.317167914,0.291356523,0.281113619,0.277326448,0.277217755,0.275391633,0.273781793,0.273237877,0.269167612
"Manufacturing, Value Added (% Of GDP)",NV.IND.MANF.ZS,United States,USA,0.151168785,0.139224196,0.134454192,0.133168311,0.131819429,0.129937441,0.129941172,0.127824756,0.122557217,0.117314723,0.119326849,0.119522167,0.118522685,0.118679992,0.116397196,0.116153545,0.111222514,0.111535828,0
"Manufacturing, Value Added (% Of GDP)",NV.IND.MANF.ZS,Vietnam,VNM,0.184469912,0.196596682,0.024573129,0.0232757,0.023374216,0.188232836,0.193872563,0.19384145,0.185796577,0.183135459,0.129463517,0.133546524,0.132846945,0.133351859,0.131787958,0.136947269,0.142655139,0.153315788,0.159965156
Net Acquisition Of Financial Assets (% Of GDP),GC.AST.TOTL.GD.ZS,Brunei Darussalam,BRN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Net Acquisition Of Financial Assets (% Of GDP),GC.AST.TOTL.GD.ZS,Cambodia,KHM,0.005881762,0.006191328,0.006517188,0.003414647,-0.001753995,0.006313657,-0.008824318,0.037188154,0.024917124,-0.022823345,-0.003144152,-0.006514866,0.001449358,0.001385488,0.023255249,0.021957498,0.019377172,0.029125545,0.0176862
Net Acquisition Of Financial Assets (% Of GDP),GC.AST.TOTL.GD.ZS,China,CHN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Net Acquisition Of Financial Assets (% Of GDP),GC.AST.TOTL.GD.ZS,India,IND,0.015592397,0.016326148,0.004142215,-0.005534476,0.018642439,0.013897866,0.001436318,0.017857925,-0.003487273,0.006953373,0.009351924,0.007713765,0.007142991,0.011384676,0.006375519,0.009439747,0.007851645,0.008382545,0.008382545
Net Acquisition Of Financial Assets (% Of GDP),GC.AST.TOTL.GD.ZS,Indonesia,IDN,-0.013734015,-0.010575197,-0.003158818,-0.026425326,-0.015451333,0.002442436,0.004884871,0.009769742,0.013857894,0.002658184,0.007111488,0.002944574,-0.001268256,0.001376714,0.002944595,0.007156957,0.007661748,0.006512766,0.006935578
Net Acquisition Of Financial Assets (% Of GDP),GC.AST.TOTL.GD.ZS,Japan,JPN,0.031145459,-0.005289368,0.019891384,0.065345851,0.006219415,-0.003483468,-0.026994178,0.008138416,-0.017558718,0.012217544,-0.005493312,0.022587521,-0.008928296,0.00333482,0.015758276,-0.014793398,0.008427453,-0.008689799,0.006146498
Net Acquisition Of Financial Assets (% Of GDP),GC.AST.TOTL.GD.ZS,Lao PDR,LAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Net Acquisition Of Financial Assets (% Of GDP),GC.AST.TOTL.GD.ZS,Malaysia,MYS,-0.011035938,-0.011616777,-0.012228186,-0.001757532,0.013118925,-0.026873521,-0.00497597,0.005474224,0.001627491,0.009638155,-0.001164454,0.003868372,0.007498867,0.009142884,0.005553199,0.002891541,0.007114519,0.006145732,0.001121822
Net Acquisition Of Financial Assets (% Of GDP),GC.AST.TOTL.GD.ZS,Myanmar,MMR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Net Acquisition Of Financial Assets (% Of GDP),GC.AST.TOTL.GD.ZS,Philippines,PHL,0.014316159,0.002936638,0.013862128,0.017987724,0.015584613,0.003747964,0.005982149,0.005714869,0.004476162,-0.007529145,0.005353152,-0.004851812,0.036813533,0.007896322,0.004434735,-0.004459265,-0.015975582,0.016175388,-0.003411374
Net Acquisition Of Financial Assets (% Of GDP),GC.AST.TOTL.GD.ZS,Singapore,SGP,0.187252118,0.128824457,0.017858817,0.014479834,0.124953687,0.119784885,0.099434523,0.231996979,0.158569798,0.144139925,0.17461444,0.194526876,0.164442655,0.041851761,0.017744144,0.136718164,0.148859315,0.157715517,0.146951297
Net Acquisition Of Financial Assets (% Of GDP),GC.AST.TOTL.GD.ZS,South Korea,KOR,0.032219742,0.004364362,-0.001353475,-0.026863244,0.0012487,0.003433474,0.004452376,-0.001455528,0.052812217,0.049882492,0.028274998,0.028174819,0.037939279,0.052532649,0.043495251,0.038553564,0.04213944,0.034537143,0.037315675
Net Acquisition Of Financial Assets (% Of GDP),GC.AST.TOTL.GD.ZS,Thailand,THA,0.016864678,0.011392469,-0.006354551,0.016559674,0.041897625,0.027895451,0.039947842,0.0169589,0.019935719,0.025548764,0.017582556,0.01935258,0.01768217,0.02169395,0.003777812,0.013917565,0.029737317,0.022436378,0.01939434
Net Acquisition Of Financial Assets (% Of GDP),GC.AST.TOTL.GD.ZS,United States,USA,0.004438886,0.004944538,0.006767483,0.002973598,0.003455947,0.0022572,-0.00112749,-0.003743454,0.034742623,0.008615813,0.015833742,-0.011746537,0.006955933,0.012953217,0.009885544,0.012928765,0.011294984,0.008418652,0.012364359
Net Acquisition Of Financial Assets (% Of GDP),GC.AST.TOTL.GD.ZS,Vietnam,VNM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Personal Remittances, Received (% Of GDP)",BX.TRF.PWKR.DT.GD.ZS,Brunei Darussalam,BRN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Personal Remittances, Received (% Of GDP)",BX.TRF.PWKR.DT.GD.ZS,Cambodia,KHM,0.027896371,0.028313249,0.028711294,0.02752183,0.027614296,0.026128395,0.025252262,0.021565318,0.018152971,0.013671945,0.049585787,0.047597166,0.068379232,0.065886984,0.066449582,0.065677297,0.059512787,0.058372215,0.058396341
"Personal Remittances, Received (% Of GDP)",BX.TRF.PWKR.DT.GD.ZS,China,CHN,0.006258174,0.009264586,0.001612947,0.002785861,0.003396447,0.001459839,0.001569579,0.00192464,0.001988667,0.001851797,0.002241318,0.002194526,0.002136176,0.001858866,0.002865394,0.004347866,0.003162664,0.002361428,0.001786163
"Personal Remittances, Received (% Of GDP)",BX.TRF.PWKR.DT.GD.ZS,India,IND,0.027555619,0.029421696,0.035585966,0.034555168,0.026446915,0.026969266,0.031338413,0.035873849,0.041686965,0.036667712,0.031916693,0.034282692,0.037655446,0.037684886,0.034519122,0.032758173,0.027394117,0.026334119,0.028984822
"Personal Remittances, Received (% Of GDP)",BX.TRF.PWKR.DT.GD.ZS,Indonesia,IDN,0.007212415,0.006519289,0.006434198,0.006341738,0.007266538,0.018958432,0.015696162,0.014285287,0.013315993,0.012589248,0.009159193,0.007753875,0.007857537,0.008344348,0.009599262,0.011224463,0.009557755,0.008852986,0.01761497
"Personal Remittances, Received (% Of GDP)",BX.TRF.PWKR.DT.GD.ZS,Japan,JPN,0.001582411,0.002935287,0.002738361,0.001824569,0.001665437,0.001935593,0.002597992,0.003654586,0.003438687,0.003481289,0.002955158,0.003462271,0.004939713,0.004584917,0.007698132,0.00757516,0.007774929,0.009142128,0.008789318
"Personal Remittances, Received (% Of GDP)",BX.TRF.PWKR.DT.GD.ZS,Lao PDR,LAO,0.003812389,0.003927217,0.004148687,0.003784767,0.003397811,0.003341159,0.001227158,0.001469475,0.003265452,0.00644212,0.00586752,0.012665577,0.019917749,0.014271778,0.014172577,0.013148471,0.011986135,0.014414319,0.013293812
"Personal Remittances, Received (% Of GDP)",BX.TRF.PWKR.DT.GD.ZS,Malaysia,MYS,0.003653826,0.00395657,0.004313528,0.005181854,0.006427839,0.007781932,0.008393534,0.008457763,0.005758192,0.005591248,0.004324916,0.004667861,0.004114594,0.004429498,0.004672272,0.005454438,0.005324115,0.005169783,0.004782842
"Personal Remittances, Received (% Of GDP)",BX.TRF.PWKR.DT.GD.ZS,Myanmar,MMR,0.011471299,0.017931759,0.015549352,0.008645118,0.011314384,0.01824715,0.007941233,0.004138312,0.001718133,0.00147596,0.002318388,0.002118734,0.004581684,0.027275438,0.02848413,0.033585365,0.037939683,0.038641257,0.03988584
"Personal Remittances, Received (% Of GDP)",BX.TRF.PWKR.DT.GD.ZS,Philippines,PHL,0.085453736,0.114867593,0.119656914,0.12226247,0.125599492,0.133233298,0.126798115,0.115251144,0.018215837,0.118574395,0.018415985,0.012852275,0.098424697,0.098282892,0.01816438,0.011782897,0.012139126,0.014616446,0.012169571
"Personal Remittances, Received (% Of GDP)",BX.TRF.PWKR.DT.GD.ZS,Singapore,SGP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Personal Remittances, Received (% Of GDP)",BX.TRF.PWKR.DT.GD.ZS,South Korea,KOR,0.008541917,0.008472343,0.008431249,0.008633389,0.007759642,0.00579267,0.004792955,0.004591657,0.00696265,0.006651816,0.005348291,0.005495683,0.005388524,0.004959694,0.004657654,0.004674623,0.004619562,0.004263528,0.004399776
"Personal Remittances, Received (% Of GDP)",BX.TRF.PWKR.DT.GD.ZS,Thailand,THA,0.013424752,0.014113165,0.012754344,0.015551845,0.009386732,0.006269964,0.006126673,0.006217515,0.006515169,0.013517442,0.012996468,0.014173159,0.014228836,0.01566586,0.016164116,0.014689716,0.015254894,0.014765539,0.014784533
"Personal Remittances, Received (% Of GDP)",BX.TRF.PWKR.DT.GD.ZS,United States,USA,0.004286824,0.004264861,0.004178699,0.004774137,0.003875967,0.003678949,0.003668579,0.00361132,0.003645795,0.003972612,0.003955429,0.003927276,0.00389146,0.003939863,0.003711389,0.003614575,0.003383726,0.003143893,0.003245662
"Personal Remittances, Received (% Of GDP)",BX.TRF.PWKR.DT.GD.ZS,Vietnam,VNM,0.042986581,0.033654377,0.054789726,0.053939711,0.058498589,0.054655944,0.057253348,0.07983828,0.068647232,0.0567846,0.071248817,0.063451669,0.064176613,0.064244714,0.06444523,0.067273474,0.068284894,0.06731596,0.065249213
Population Growth (Annual %),SP.POP.GROW,Brunei Darussalam,BRN,0.021965172,0.024774985,0.019657278,0.018614534,0.017234885,0.015681844,0.014393358,0.012619124,0.011813718,0.011751324,0.012271173,0.012889814,0.013375132,0.013522567,0.013137172,0.012468124,0.011724865,0.011699921,0.015199374
Population Growth (Annual %),SP.POP.GROW,Cambodia,KHM,0.022365134,0.023722363,0.018554433,0.017136767,0.016226232,0.015792365,0.015278569,0.014894999,0.014793737,0.014995936,0.015392814,0.015888176,0.01634297,0.016498497,0.01638839,0.016376854,0.015652275,0.015326175,0.014935537
Population Growth (Annual %),SP.POP.GROW,China,CHN,0.007879566,0.007263864,0.006699996,0.006228694,0.005939328,0.00588125,0.005583744,0.005222719,0.005123869,0.004973815,0.004829597,0.004791545,0.004872311,0.004937963,0.005631159,0.005813675,0.005414785,0.005591213,0.004558997
Population Growth (Annual %),SP.POP.GROW,India,IND,0.017681254,0.017287676,0.016895627,0.016514996,0.016153759,0.015797129,0.015456962,0.015922277,0.014648982,0.01415823,0.013533946,0.012885756,0.012316229,0.011831671,0.01145624,0.011166339,0.018988826,0.016259739,0.013732336
Population Growth (Annual %),SP.POP.GROW,Indonesia,IDN,0.013799953,0.013689455,0.013573513,0.013488424,0.013418775,0.013363153,0.013295887,0.013238368,0.013233398,0.013292182,0.013377742,0.013479979,0.013518922,0.013492162,0.013187695,0.012674656,0.012197656,0.011751259,0.011337699
Population Growth (Annual %),SP.POP.GROW,Japan,JPN,0.001672756,0.002495259,0.002325272,0.002139895,0.003366226,0.009392966,0.006337359,0.001149885,0.004842539,-0.001249463,0.001796542,-0.001852265,-0.001597168,-0.001442719,-0.001326942,-0.001612499,-0.001152842,-0.001644844,-0.002267345
Population Growth (Annual %),SP.POP.GROW,Lao PDR,LAO,0.016735615,0.016327521,0.015347513,0.015671686,0.015227478,0.015677368,0.016279342,0.016771458,0.016957655,0.016728717,0.016219751,0.015623736,0.015161192,0.01494825,0.014938682,0.015157394,0.015494347,0.015536299,0.015482299
Population Growth (Annual %),SP.POP.GROW,Malaysia,MYS,0.023246169,0.021955371,0.028395665,0.025612125,0.019717545,0.019652622,0.019786688,0.019591946,0.019113652,0.018156748,0.016912771,0.015579995,0.014456667,0.013691137,0.013449659,0.013449477,0.013578645,0.013619299,0.013525117
Population Growth (Annual %),SP.POP.GROW,Myanmar,MMR,0.011595813,0.017615746,0.015956747,0.009321424,0.008594148,0.007953346,0.007147563,0.006478325,0.006191158,0.006429959,0.006949892,0.007673854,0.008263388,0.00849757,0.008227122,0.007623334,0.006895212,0.006339624,0.006848265
Population Growth (Annual %),SP.POP.GROW,Philippines,PHL,0.02159432,0.021326483,0.021192129,0.025181925,0.019773488,0.018893667,0.017937233,0.017111435,0.016599618,0.016498574,0.016661124,0.01691814,0.017412685,0.016928296,0.016466892,0.015793674,0.015727616,0.014454929,0.013961343
