indicator_name,indicator_code,country_name,country_code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
"International Tourism, Expenditures (Current Us$)",ST.INT.XPND.CD,Malaysia,MYS,2543,3391,333,341,3822,4339,585,66,7724,7196,9258,11136,13165,13377,13893,11599,11339,12145,13248
"International Tourism, Expenditures (Current Us$)",ST.INT.XPND.CD,Myanmar,MMR,3,32,34,36,32,34,4,39,497,52,53,132,265,131,119,146,21,136,118
"International Tourism, Expenditures (Current Us$)",ST.INT.XPND.CD,Philippines,PHL,1841,1918,1874,1649,1526,3286,375,3351,4285,456,5964,655,714,84,1113,11868,11681,12442,12474
"International Tourism, Expenditures (Current Us$)",ST.INT.XPND.CD,Singapore,SGP,4535,66,8212,8382,9291,17,11268,1353,1634,1574,187,2142,23139,2447,25547,23658,23957,24588,25346
"International Tourism, Expenditures (Current Us$)",ST.INT.XPND.CD,South Korea,KOR,7945,8349,1144,1163,1357,16924,2947,24431,21447,16355,2788,22195,22934,24459,26136,27957,29817,34453,34769
"International Tourism, Expenditures (Current Us$)",ST.INT.XPND.CD,Thailand,THA,3218,3334,3888,3538,5343,492,6176,6889,677,5744,7155,7534,895,8238,8824,9539,11267,12676,14675
"International Tourism, Expenditures (Current Us$)",ST.INT.XPND.CD,United States,USA,86183,79661,7638,79128,94235,1.14E+04,1.68E+04,1.13E+05,1.20E+05,1.30E+04,1.15E+03,1.16E+05,1.30E+04,1.31E+04,1.46E+04,1.54E+03,1.70E+04,1.74E+04,1.87E+04
"International Tourism, Expenditures (Current Us$)",ST.INT.XPND.CD,Vietnam,VNM,,,,,,9,15,122,13,11,147,171,1856,25,265,3595,45,54,591
"International Tourism, Expenditures For Passenger Transport Items (Current Us$)",ST.INT.TRNX.CD,Brunei Darussalam,BRN,,,,,,,,,,,,,,,,,,,
"International Tourism, Expenditures For Passenger Transport Items (Current Us$)",ST.INT.TRNX.CD,Cambodia,KHM,19,22,26,24,32,41,54,71,83,59,7,8,92,114,126,131,146,178,217
"International Tourism, Expenditures For Passenger Transport Items (Current Us$)",ST.INT.TRNX.CD,China,CHN,155,183,1361,1529,2211,,,,,,,,,,,,,,
"International Tourism, Expenditures For Passenger Transport Items (Current Us$)",ST.INT.TRNX.CD,India,IND,996,1361,1362,8,967,29,1893,2471,2477,,,,1765,2269,2897,2848,288,3413,4471
"International Tourism, Expenditures For Passenger Transport Items (Current Us$)",ST.INT.TRNX.CD,Indonesia,IDN,,,1753,1345,162,1156,1428,1674,3247,1592,237,2398,2284,265,2581,258,2366,2656,2857
"International Tourism, Expenditures For Passenger Transport Items (Current Us$)",ST.INT.TRNX.CD,Japan,JPN,1759,8995,8321,7547,9923,1531,1779,1747,117,9588,11356,12498,1361,1383,9295,7278,746,7586,7899
"International Tourism, Expenditures For Passenger Transport Items (Current Us$)",ST.INT.TRNX.CD,Lao PDR,LAO,,4,4,4,4,5,6,6,1,8,12,11,9,3,3,4,1,8,23
"International Tourism, Expenditures For Passenger Transport Items (Current Us$)",ST.INT.TRNX.CD,Malaysia,MYS,468,777,712,555,644,628,828,999,115,688,934,956,948,1141,1451,891,867,1316,18
"International Tourism, Expenditures For Passenger Transport Items (Current Us$)",ST.INT.TRNX.CD,Myanmar,MMR,5,5,5,4,3,3,3,3,7,10.5,15.75,9,8,16,82,121,164,31,29
"International Tourism, Expenditures For Passenger Transport Items (Current Us$)",ST.INT.TRNX.CD,Philippines,PHL,199,27,248,236,251,268,321,321,496,385,477,439,592,567,532,525,546,592,611
"International Tourism, Expenditures For Passenger Transport Items (Current Us$)",ST.INT.TRNX.CD,Singapore,SGP,,,,,,,,,,,,,,,,,,,
"International Tourism, Expenditures For Passenger Transport Items (Current Us$)",ST.INT.TRNX.CD,South Korea,KOR,813,732,975,96,1157,1518,2138,2474,2391,132,222,2275,2289,2811,2944,2687,2574,2762,2796
"International Tourism, Expenditures For Passenger Transport Items (Current Us$)",ST.INT.TRNX.CD,Thailand,THA,446,41,585,617,829,1117,1577,1745,1695,1315,1528,1817,1847,1757,1753,1821,2195,2172,2323
"International Tourism, Expenditures For Passenger Transport Items (Current Us$)",ST.INT.TRNX.CD,United States,USA,2397,18931,16439,17244,2213,21431,22642,23553,27292,21532,23426,26747,29565,3229,3489,35494,37411,38893,4243
"International Tourism, Expenditures For Passenger Transport Items (Current Us$)",ST.INT.TRNX.CD,Vietnam,VNM,,,,,,,,,,,,,,,,,,,
"International Tourism, Expenditures For Travel Items (Current Us$)",ST.INT.TVLX.CD,Brunei Darussalam,BRN,,456,398,469,382,374,48,43,459,481.95,506.0475,531.349875,591,624,616,459,499,54,585
"International Tourism, Expenditures For Travel Items (Current Us$)",ST.INT.TVLX.CD,Cambodia,KHM,33,37,38,36,48,96,122,123,97,14,61,264,314,355,41,51,616,741,862
"International Tourism, Expenditures For Travel Items (Current Us$)",ST.INT.TVLX.CD,China,CHN,13114,1399,15398,15187,19149,21759,24322,29786,36157,4372,5488,72585,1.20E+04,1.29E+05,2.27E+05,2.50E+05,2.51E+04,2.58E+05,2.77E+05
"International Tourism, Expenditures For Travel Items (Current Us$)",ST.INT.TVLX.CD,India,IND,269,36,2988,3585,4816,6187,6845,8219,966,931,149,13699,12342,11615,14595,14838,16376,18443,21319
"International Tourism, Expenditures For Travel Items (Current Us$)",ST.INT.TVLX.CD,Indonesia,IDN,3197,346,3289,382,357,3584,43,494,5554,5316,6395,6255,6771,7675,7682,7292,7566,8289,8772
"International Tourism, Expenditures For Travel Items (Current Us$)",ST.INT.TVLX.CD,Japan,JPN,31884,26531,26656,28958,38252,37565,26876,26511,2791,25199,2795,27262,2796,21861,19314,15974,18562,18188,2197
"International Tourism, Expenditures For Travel Items (Current Us$)",ST.INT.TVLX.CD,Lao PDR,LAO,8,1,3,1,4,5,9,8,41,83,23,237,65,94,151,998,912,922,926
"International Tourism, Expenditures For Travel Items (Current Us$)",ST.INT.TVLX.CD,Malaysia,MYS,275,2614,2618,2846,3178,3711,4257,561,679,658,8324,118,12217,12236,12442,178,1472,1829,12168
"International Tourism, Expenditures For Travel Items (Current Us$)",ST.INT.TVLX.CD,Myanmar,MMR,25,27,29,32,29,31,37,36,49,52,53,123,257,115,37,25,37,15,89
"International Tourism, Expenditures For Travel Items (Current Us$)",ST.INT.TVLX.CD,Philippines,PHL,1642,1711,1626,1413,1275,318,2754,33,3789,3671,5487,5616,6548,7833,1598,11343,11135,1185,11863
"International Tourism, Expenditures For Travel Items (Current Us$)",ST.INT.TVLX.CD,Singapore,SGP,4535,66,8212,8382,9291,17,11268,1353,1634,1574,187,2142,23139,2447,25547,23658,23957,24588,25346
"International Tourism, Expenditures For Travel Items (Current Us$)",ST.INT.TVLX.CD,South Korea,KOR,7132,7617,1465,113,1235,1546,1889,21957,1956,1535,18766,1992,2645,21648,23192,2527,27243,31691,31973
"International Tourism, Expenditures For Travel Items (Current Us$)",ST.INT.TVLX.CD,Thailand,THA,2772,2924,333,2921,4514,383,4599,5144,512,4429,5627,5717,6248,6481,771,7718,972,154,12352
"International Tourism, Expenditures For Travel Items (Current Us$)",ST.INT.TVLX.CD,United States,USA,65786,673,59941,61884,7422,7999,8426,89235,92546,81421,86623,8971,1.34E+03,98119,1.57E+04,1.15E+04,1.24E+05,1.35E+05,1.44E+05
"International Tourism, Expenditures For Travel Items (Current Us$)",ST.INT.TVLX.CD,Vietnam,VNM,,,,,,,,,,,,,,,,,,,
"International Tourism, Number Of Arrivals",ST.INT.ARVL,Brunei Darussalam,BRN,,,,,119,126,158,179,226,157,214,242,29,225,21,218,219,259,278
"International Tourism, Number Of Arrivals",ST.INT.ARVL,Cambodia,KHM,466,65,787,71,155,1422,17,215,2125,2162,258,2882,3584,421,453,4775,512,562,621
"International Tourism, Number Of Arrivals",ST.INT.ARVL,China,CHN,31229,33167,3683,3297,41761,4689,49913,5472,5349,5875,55664,57581,57725,55686,55622,56886,5927,674,629
"International Tourism, Number Of Arrivals",ST.INT.ARVL,India,IND,2649,2537,2384,2726,3457,3919,4447,582,5283,5168,5776,639,6578,6968,1317,13284,1457,15543,17423
"International Tourism, Number Of Arrivals",ST.INT.ARVL,Indonesia,IDN,564,5153,533,4467,5321,52,4871,556,6234,6324,73,765,844,882,9435,147,11519,144,1581
"International Tourism, Number Of Arrivals",ST.INT.ARVL,Japan,JPN,4757,4772,5239,5212,6138,6728,7334,8347,8351,679,8611,6219,8358,1364,13413,19737,244,28691,31192
"International Tourism, Number Of Arrivals",ST.INT.ARVL,Lao PDR,LAO,191,173,215,196,47,672,842,1142,1295,1239,167,1894,2291,27,3164,3543,3315,3257,377
"International Tourism, Number Of Arrivals",ST.INT.ARVL,Malaysia,MYS,1222,12775,13292,1577,1573,16431,17547,2973,2252,23646,24577,24714,2533,25715,27437,25721,26757,25948,25832
"International Tourism, Number Of Arrivals",ST.INT.ARVL,Myanmar,MMR,416,475,487,597,657,66,63,716,731,763,792,816,159,244,381,4681,297,3443,3551
"International Tourism, Number Of Arrivals",ST.INT.ARVL,Philippines,PHL,1992,1797,1933,197,2291,2623,2843,392,3139,317,352,3917,4273,4681,4833,5361,5967,6621,7168
"International Tourism, Number Of Arrivals",ST.INT.ARVL,Singapore,SGP,662,5857,5855,473,6553,779,7588,7957,7778,7488,9161,139,1198,11899,11864,1251,12913,1393,14673
"International Tourism, Number Of Arrivals",ST.INT.ARVL,South Korea,KOR,5322,5147,5347,4753,5818,623,6155,6448,6891,7818,8798,9795,1114,12176,1422,13232,17242,13336,15347
"International Tourism, Number Of Arrivals",ST.INT.ARVL,Thailand,THA,9579,1133,1873,182,11737,11567,13822,14464,14584,1415,15936,1923,22354,26547,2481,29923,3253,35592,38178
"International Tourism, Number Of Arrivals",ST.INT.ARVL,United States,USA,51238,46927,43581,41218,4686,4926,5977,56135,587,5513,61,6347741,669669,7164291,7537935,7777352,764748,7718674,7974592
"International Tourism, Number Of Arrivals",ST.INT.ARVL,Vietnam,VNM,214,233,2628,2429,2928,3477,3583,4229,4236,3747,55,614,6848,7572,7874,7944,113,12922,15498
"International Tourism, Number Of Departures",ST.INT.DPRT,Brunei Darussalam,BRN,,,,,,,,,,,,,,,,,,,
"International Tourism, Number Of Departures",ST.INT.DPRT,Cambodia,KHM,41,37,45,6,239,568,787,996,786,34,55,71,792,872,956,1194,1434,1752,1995
"International Tourism, Number Of Departures",ST.INT.DPRT,China,CHN,1473,12133,1662,2222,28853,3126,34524,4954,45844,47656,57386,725,83182,98185,116593,12786,13513,14335,14972
"International Tourism, Number Of Departures",ST.INT.DPRT,India,IND,4416,4564,494,5351,6213,7185,834,9783,1868,1167,12988,13994,1492,16626,1833,2376,21872,23943,26296
"International Tourism, Number Of Departures",ST.INT.DPRT,Indonesia,IDN,225,255,3231,3478,3941,416,4967,5158,5486,553,6235,675,7454,825,874,8176,834,8856,9468
"International Tourism, Number Of Departures",ST.INT.DPRT,Japan,JPN,17819,16216,16523,13296,16831,1744,17535,17295,15987,15446,16637,16994,18491,17473,1693,16214,17116,17889,18954
"International Tourism, Number Of Departures",ST.INT.DPRT,Lao PDR,LAO,,,,,,,,,,,1686,1788,252,2857,332,367,359,349,327
"International Tourism, Number Of Departures",ST.INT.DPRT,Malaysia,MYS,,,,,,,,,,,,,,,,,,,
"International Tourism, Number Of Departures",ST.INT.DPRT,Myanmar,MMR,,,,,,,,,,,,,,,,,,,
"International Tourism, Number Of Departures",ST.INT.DPRT,Philippines,PHL,167,1787,1969,183,192,2144,2745,366,3355,3188,1944,1944,1944,1944,3488,5115,573,,
"International Tourism, Number Of Departures",ST.INT.DPRT,Singapore,SGP,4444,4363,4399,4221,5165,5159,5533,624,6828,6961,7342,7753,848,8647,8647,893,9125,9474,9889
"International Tourism, Number Of Departures",ST.INT.DPRT,South Korea,KOR,558,684,7123,786,8826,18,1161,13325,11996,9494,12488,12694,13737,14846,1681,1931,22383,26496,28696
"International Tourism, Number Of Departures",ST.INT.DPRT,Thailand,THA,199,211,225,2152,279,347,3382,418,398,4653,5451,5397,5721,597,6444,6794,824,8963,9966
"International Tourism, Number Of Departures",ST.INT.DPRT,United States,USA,61327,59442,5866,5625,6189,6353,63663,6449,63653,6213,6161,5929,6697,61344,68185,74191,8223,87657,92564
"International Tourism, Number Of Departures",ST.INT.DPRT,Vietnam,VNM,,,,,,,,,,,,,,,,,,,
"International Tourism, Receipts (Current Us$)",ST.INT.RCPT.CD,Brunei Darussalam,BRN,,155,113,124,181,191,224,233,242,254,381,571.5,92,96,79,147,144,177,19
"International Tourism, Receipts (Current Us$)",ST.INT.RCPT.CD,Cambodia,KHM,345,429,59,441,673,929,119,1169,128,1463,1671,2258,2663,2895,322,3419,3523,424,4832
"International Tourism, Receipts (Current Us$)",ST.INT.RCPT.CD,China,CHN,17318,196,21742,1877,27755,29296,33949,37233,4843,39675,45814,48464,528,51664,4444,44969,44432,38559,4386
"International Tourism, Receipts (Current Us$)",ST.INT.RCPT.CD,India,IND,3598,3342,33,456,637,7659,8915,11234,12462,11136,1449,1778,1834,1942,2756,21472,23111,27878,29143
"International Tourism, Receipts (Current Us$)",ST.INT.RCPT.CD,Indonesia,IDN,4975,5277,5797,4461,5226,594,489,5831,815,653,7618,938,9463,132,11567,1254,12566,14691,156
"International Tourism, Receipts (Current Us$)",ST.INT.RCPT.CD,Japan,JPN,597,575,669,11475,14343,15554,1149,12422,13781,12537,15356,12533,16197,16865,279,27285,33456,36978,45276
"International Tourism, Receipts (Current Us$)",ST.INT.RCPT.CD,Lao PDR,LAO,114,18,11,77,122,143,16,19,28,271,385,413,461,613,6424,725,717,655,757
"International Tourism, Receipts (Current Us$)",ST.INT.RCPT.CD,Malaysia,MYS,5873,7627,884,6799,9183,1389,1228,17948,18553,17231,19619,21338,21711,23283,24469,19194,19682,2311,21774
"International Tourism, Receipts (Current Us$)",ST.INT.RCPT.CD,Myanmar,MMR,195,132,136,7,97,83,59,97,8,75,91,334,55,964,1687,2199,2289,1988,167
"International Tourism, Receipts (Current Us$)",ST.INT.RCPT.CD,Philippines,PHL,2334,211,218,1821,239,2863,451,5523,3293,2916,3441,453,4963,5599,659,6414,6289,8349,973
"International Tourism, Receipts (Current Us$)",ST.INT.RCPT.CD,Singapore,SGP,5142,4641,4458,3842,5327,629,7536,966,1615,9225,14178,17929,18795,19231,19161,16617,18944,19891,2416
"International Tourism, Receipts (Current Us$)",ST.INT.RCPT.CD,South Korea,KOR,8527,7917,7617,72,8222,8282,8437,9253,1344,13262,14315,17329,18731,19457,2239,18711,2924,17173,19856
"International Tourism, Receipts (Current Us$)",ST.INT.RCPT.CD,Thailand,THA,9935,9378,1388,1456,1354,1213,16624,2625,2251,19811,23796,3924,34565,41765,38451,44851,48459,5757,65242
"International Tourism, Receipts (Current Us$)",ST.INT.RCPT.CD,United States,USA,1.24E+04,1.39E+04,9816,95422,1.13E+04,1.23E+04,1.27E+05,1.44E+05,1.65E+05,1.46E+03,1.68E+05,1.88E+05,3.00E+03,2.18E+05,2.36E+04,2.49E+05,2.46E+05,2.52E+05,2.56E+05
"International Tourism, Receipts (Current Us$)",ST.INT.RCPT.CD,Vietnam,VNM,,,,14,17,23,285,375,393,35,445,571,685,725,741,735,85,889,18
"Life Expectancy At Birth, Female (Years)",SP.DYN.LE.FE.IN,Brunei Darussalam,BRN,74.135,74.332,74.525,74.715,74.91,75.82,75.257,75.425,75.586,75.738,75.883,76.22,76.156,76.286,76.416,76.547,76.681,76.819,76.96
"Life Expectancy At Birth, Female (Years)",SP.DYN.LE.FE.IN,Cambodia,KHM,6.624,61.525,62.477,63.444,64.4,65.312,66.15,66.94,67.569,68.145,68.64,69.72,69.47,69.854,7.234,7.61,7.975,71.318,71.629
"Life Expectancy At Birth, Female (Years)",SP.DYN.LE.FE.IN,China,CHN,73.45,73.674,73.951,74.237,74.535,74.845,75.17,75.58,75.855,76.28,76.566,76.926,77.284,77.635,77.972,78.288,78.574,78.828,79.51
"Life Expectancy At Birth, Female (Years)",SP.DYN.LE.FE.IN,India,IND,63.334,63.745,64.145,64.543,64.943,65.357,65.793,66.253,66.735,67.231,67.73,68.218,68.68,69.16,69.491,69.835,7.142,7.425,7.692
"Life Expectancy At Birth, Female (Years)",SP.DYN.LE.FE.IN,Indonesia,IDN,67.185,67.51,67.864,68.249,68.665,69.17,69.565,7.25,7.474,7.95,71.311,71.69,72.47,72.383,72.698,72.992,73.264,73.515,73.748
"Life Expectancy At Birth, Female (Years)",SP.DYN.LE.FE.IN,Japan,JPN,84.6,84.9,85.2,85.33,85.59,85.49,85.81,85.99,86.5,86.44,86.3,85.9,86.41,86.61,86.83,86.99,87.14,87.26,87.32
"Life Expectancy At Birth, Female (Years)",SP.DYN.LE.FE.IN,Lao PDR,LAO,6.615,61.195,61.769,62.34,62.95,63.465,64.18,64.562,65.95,65.613,66.115,66.598,67.61,67.55,67.929,68.331,68.712,69.74,69.417
"Life Expectancy At Birth, Female (Years)",SP.DYN.LE.FE.IN,Malaysia,MYS,74.786,75.3,75.22,75.43,75.632,75.824,76.8,76.188,76.369,76.549,76.732,76.918,77.15,77.293,77.48,77.663,77.84,78.8,78.167
"Life Expectancy At Birth, Female (Years)",SP.DYN.LE.FE.IN,Myanmar,MMR,63.11,63.411,63.727,64.61,64.414,64.79,65.189,65.69,66.44,66.486,66.931,67.372,67.83,68.217,68.69,68.973,69.33,69.63,69.874
"Life Expectancy At Birth, Female (Years)",SP.DYN.LE.FE.IN,Philippines,PHL,72.281,72.36,72.446,72.552,72.684,72.85,73.49,73.275,73.515,73.764,74.12,74.25,74.471,74.673,74.851,75.7,75.143,75.268,75.387
"Life Expectancy At Birth, Female (Years)",SP.DYN.LE.FE.IN,Singapore,SGP,8,8.3,8.6,81.6,82,82.5,82.6,82.9,83.3,83.7,84,84.1,84.3,84.5,84.8,85.1,85.1,85.4,85.4
"Life Expectancy At Birth, Female (Years)",SP.DYN.LE.FE.IN,South Korea,KOR,79.7,8.1,8.3,8.8,81.2,81.6,82.1,82.5,83,83.4,83.6,84,84.2,84.6,85,85.2,85.4,85.7,85.7
"Life Expectancy At Birth, Female (Years)",SP.DYN.LE.FE.IN,Thailand,THA,74.512,74.651,74.827,75.44,75.36,75.619,75.981,76.383,76.815,77.265,77.725,78.186,78.64,79.78,79.49,79.863,8.189,8.468,8.74
"Life Expectancy At Birth, Female (Years)",SP.DYN.LE.FE.IN,United States,USA,79.3,79.5,79.6,79.7,8.1,8.1,8.3,8.6,8.6,8.9,81,81.1,81.2,81.2,81.3,81.2,81.1,81.1,81.1
"Life Expectancy At Birth, Female (Years)",SP.DYN.LE.FE.IN,Vietnam,VNM,77.79,77.879,78.34,78.176,78.36,78.425,78.532,78.631,78.721,78.85,78.883,78.957,79.27,79.94,79.159,79.226,79.294,79.366,79.442
"Life Expectancy At Birth, Male (Years)",SP.DYN.LE.MA.IN,Brunei Darussalam,BRN,71.692,71.993,72.279,72.547,72.792,73.9,73.192,73.344,73.469,73.571,73.661,73.746,73.835,73.935,74.48,74.175,74.313,74.454,74.593
"Life Expectancy At Birth, Male (Years)",SP.DYN.LE.MA.IN,Cambodia,KHM,56.186,57.78,58.7,58.941,59.858,6.738,61.567,62.342,63.62,63.72,64.313,64.842,65.315,65.742,66.127,66.474,66.785,67.62,67.312
"Life Expectancy At Birth, Male (Years)",SP.DYN.LE.MA.IN,China,CHN,69.595,69.981,7.351,7.697,71.13,71.297,71.551,71.788,72.17,72.244,72.476,72.72,72.976,73.242,73.517,73.793,74.61,74.315,74.549
"Life Expectancy At Birth, Male (Years)",SP.DYN.LE.MA.IN,India,IND,61.729,62.121,62.511,62.92,63.293,63.689,64.91,64.499,64.91,65.32,65.723,66.115,66.488,66.84,67.167,67.468,67.745,68,68.239
"Life Expectancy At Birth, Male (Years)",SP.DYN.LE.MA.IN,Indonesia,IDN,64.349,64.554,64.771,65.11,65.28,65.579,65.899,66.228,66.554,66.872,67.182,67.485,67.784,68.81,68.371,68.651,68.914,69.156,69.375
"Life Expectancy At Birth, Male (Years)",SP.DYN.LE.MA.IN,Japan,JPN,77.72,78.1,78.1,78.36,78.64,78.53,79,79.19,79.29,79.59,79.55,79.44,79.94,8.21,8.5,8.75,8.98,81.9,81.25
"Life Expectancy At Birth, Male (Years)",SP.DYN.LE.MA.IN,Lao PDR,LAO,57.1,57.557,58.111,58.668,59.226,59.785,6.341,6.893,61.435,61.963,62.477,62.973,63.452,63.912,64.351,64.765,65.15,65.58,65.838
"Life Expectancy At Birth, Male (Years)",SP.DYN.LE.MA.IN,Malaysia,MYS,7.63,7.765,7.94,71.122,71.311,71.55,71.72,71.91,72.1,72.299,72.497,72.698,72.92,73.19,73.317,73.521,73.718,73.93,74.75
"Life Expectancy At Birth, Male (Years)",SP.DYN.LE.MA.IN,Myanmar,MMR,57.44,57.362,57.656,57.926,58.18,58.43,58.693,58.984,59.313,59.684,6.12,6.566,61.62,61.572,62.82,62.572,63.21,63.419,63.761
"Life Expectancy At Birth, Male (Years)",SP.DYN.LE.MA.IN,Philippines,PHL,65.499,65.58,65.515,65.529,65.555,65.597,65.653,65.718,65.789,65.868,65.957,66.62,66.185,66.326,66.48,66.644,66.81,66.971,67.123
"Life Expectancy At Birth, Male (Years)",SP.DYN.LE.MA.IN,Singapore,SGP,76,76.3,76.6,76.6,77.1,77.6,77.8,78.1,78.4,78.9,79.2,79.5,79.8,8.1,8.3,8.5,8.7,8.9,81
"Life Expectancy At Birth, Male (Years)",SP.DYN.LE.MA.IN,South Korea,KOR,72.3,72.9,73.4,73.8,74.3,74.9,75.4,75.9,76.2,76.7,76.8,77.3,77.6,78.1,78.6,79,79.3,79.7,79.7
"Life Expectancy At Birth, Male (Years)",SP.DYN.LE.MA.IN,Thailand,THA,66.935,67.2,67.523,67.891,68.29,68.71,69.138,69.563,69.978,7.374,7.749,71.14,71.446,71.779,72.12,72.412,72.74,72.977,73.228
"Life Expectancy At Birth, Male (Years)",SP.DYN.LE.MA.IN,United States,USA,74.1,74.3,74.4,74.5,75,75,75.2,75.5,75.6,76,76.2,76.3,76.4,76.4,76.5,76.3,76.1,76.1,76.1
"Life Expectancy At Birth, Male (Years)",SP.DYN.LE.MA.IN,Vietnam,VNM,68.359,68.592,68.847,69.126,69.422,69.722,7.5,7.255,7.46,7.616,7.725,7.796,7.845,7.887,7.931,7.984,71.49,71.124,71.27
"Life Expectancy At Birth, Total (Years)",SP.DYN.LE.IN,Brunei Darussalam,BRN,72.89,73.76,73.332,73.575,73.81,74.6,74.189,74.351,74.494,74.623,74.74,74.852,74.962,75.75,75.193,75.318,75.45,75.585,75.722
"Life Expectancy At Birth, Total (Years)",SP.DYN.LE.IN,Cambodia,KHM,58.432,59.335,6.283,61.241,62.186,63.88,63.927,64.697,65.394,66.14,66.56,67.43,67.48,67.888,68.273,68.637,68.977,69.289,69.57
"Life Expectancy At Birth, Total (Years)",SP.DYN.LE.IN,China,CHN,71.397,71.732,72.61,72.381,72.689,72.985,73.271,73.553,73.835,74.119,74.49,74.78,75.13,75.321,75.629,75.928,76.21,76.47,76.74
"Life Expectancy At Birth, Total (Years)",SP.DYN.LE.IN,India,IND,62.55,62.97,63.34,63.699,64.95,64.5,64.918,65.35,65.794,66.244,66.693,67.13,67.545,67.931,68.286,68.67,68.897,69.165,69.416
"Life Expectancy At Birth, Total (Years)",SP.DYN.LE.IN,Indonesia,IDN,65.772,66.37,66.321,66.631,66.969,67.334,67.717,68.15,68.485,68.853,69.25,69.542,69.866,7.179,7.481,7.768,71.35,71.282,71.59
"Life Expectancy At Birth, Total (Years)",SP.DYN.LE.IN,Japan,JPN,81.769756,81.4177317,81.56341463,81.76,82.32439,81.92512195,82.32195122,82.577317,82.5875698,82.93146341,82.84268293,82.59121951,83.969756,83.33195122,83.5878488,83.7939244,83.9848785,84.997561,84.2197561
"Life Expectancy At Birth, Total (Years)",SP.DYN.LE.IN,Lao PDR,LAO,58.83,59.372,59.937,6.52,61.65,61.625,62.182,62.731,63.271,63.797,64.36,64.797,65.267,65.717,66.144,66.546,66.924,67.277,67.61
"Life Expectancy At Birth, Total (Years)",SP.DYN.LE.IN,Malaysia,MYS,72.594,72.782,72.976,73.17,73.364,73.555,73.744,73.931,74.118,74.35,74.493,74.683,74.877,75.72,75.268,75.461,75.649,75.828,75.997
"Life Expectancy At Birth, Total (Years)",SP.DYN.LE.IN,Myanmar,MMR,6.63,6.377,6.685,6.989,61.294,61.67,61.938,62.294,62.678,63.89,63.525,63.983,64.453,64.921,65.378,65.81,66.25,66.558,66.867
"Life Expectancy At Birth, Total (Years)",SP.DYN.LE.IN,Philippines,PHL,68.793,68.835,68.88,68.937,69.13,69.112,69.233,69.37,69.515,69.667,69.823,69.984,7.149,7.315,7.481,7.644,7.82,7.952,71.95
"Life Expectancy At Birth, Total (Years)",SP.DYN.LE.IN,Singapore,SGP,77.95121951,78.25121951,78.55121951,79.392439,79.492439,79.992439,8.14146341,8.44146341,8.792439,81.24146341,81.54146341,81.7439244,81.99512195,82.24634146,82.49512195,82.7439244,82.84634146,83.9512195,83.14634146
"Life Expectancy At Birth, Total (Years)",SP.DYN.LE.IN,South Korea,KOR,75.997561,76.41219512,76.76585366,77.21463415,77.66585366,78.16829268,78.66829268,79.1195122,79.5177317,79.96829268,8.1177317,8.56829268,8.8195122,81.2773171,81.72195122,82.243924,82.2756976,82.62682927,82.62682927
"Life Expectancy At Birth, Total (Years)",SP.DYN.LE.IN,Thailand,THA,7.623,7.832,71.89,71.389,71.728,72.99,72.499,72.916,73.341,73.766,74.184,74.593,74.992,75.378,75.747,76.91,76.43,76.683,76.931
"Life Expectancy At Birth, Total (Years)",SP.DYN.LE.IN,United States,USA,76.63658537,76.83658537,76.93658537,77.3658537,77.4878488,77.4878488,77.6878488,77.9878488,78.392439,78.392439,78.54146341,78.64146341,78.74146341,78.74146341,78.84146341,78.692439,78.5392439,78.5392439,78.5392439
"Life Expectancy At Birth, Total (Years)",SP.DYN.LE.IN,Vietnam,VNM,73.25,73.228,73.438,73.654,73.875,74.92,74.295,74.474,74.625,74.745,74.837,74.94,74.958,75.6,75.56,75.11,75.172,75.241,75.317
"Listed Domestic Companies, Total",CM.MKT.LDOM.NO,Brunei Darussalam,BRN,,,,,,,,,,,,,,,,,,,
"Listed Domestic Companies, Total",CM.MKT.LDOM.NO,Cambodia,KHM,,,,,,,,,,,,,,,,,,,
"Listed Domestic Companies, Total",CM.MKT.LDOM.NO,China,CHN,186,1154,1223,1285,1373,1377,1421,153,164,17,263,2342,2494,2489,2613,2827,352,3485,3584
"Listed Domestic Companies, Total",CM.MKT.LDOM.NO,India,IND,5853,5795,565,5644,4725,4763,4796,4887,4921,4955,534,5112,5191,5294,5541,5835,582,5615,565
"Listed Domestic Companies, Total",CM.MKT.LDOM.NO,Indonesia,IDN,286,315,33,333,331,336,344,383,396,398,42,44,459,483,56,521,537,566,619
"Listed Domestic Companies, Total",CM.MKT.LDOM.NO,Japan,JPN,255,213,2119,2174,2276,2323,2391,2389,2374,232,2281,228,2294,348,3458,354,3535,3598,3652
"Listed Domestic Companies, Total",CM.MKT.LDOM.NO,Lao PDR,LAO,,,,,,,,,,,,,,,,,,,
"Listed Domestic Companies, Total",CM.MKT.LDOM.NO,Malaysia,MYS,787,84,857,897,955,115,121,983,972,952,948,932,911,9,895,892,89,89,92
"Listed Domestic Companies, Total",CM.MKT.LDOM.NO,Myanmar,MMR,,,,,,,,,,,,,,,,,,,
"Listed Domestic Companies, Total",CM.MKT.LDOM.NO,Philippines,PHL,228,23,233,234,233,235,238,242,244,246,251,251,252,254,26,262,262,264,264
"Listed Domestic Companies, Total",CM.MKT.LDOM.NO,Singapore,SGP,328,318,321,475,536,564,461,472,455,459,461,462,472,479,484,483,479,483,482
