indicator_name,indicator_code,country_name,country_code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Imports Of Goods And Services (% Of GDP),NE.IMP.GNFS.ZS,Japan,JPN,9.195167727,9.569289768,9.667393294,9.943835932,1.953241483,12.53526615,14.45887932,15.65719141,16.97498272,11.96998576,13.5762573,15.46867616,16.91371133,18.23212413,2.546824526,18.34518183,15.26267494,16.83933447,18.19286477
Imports Of Goods And Services (% Of GDP),NE.IMP.GNFS.ZS,Japan,JPN,9.195167727,9.569289768,9.667393294,9.943835932,1.953241483,12.53526615,14.45887932,15.65719141,16.97498272,11.96998576,13.5762573,15.46867616,16.91371133,18.23212413,2.546824526,18.34518183,15.26267494,16.83933447,18.19286477
Imports Of Goods And Services (% Of GDP),NE.IMP.GNFS.ZS,Lao PDR,LAO,38.17529777,38.26278634,38.52388189,37.7166272,41.16762957,42.82891553,43.86297894,45.59831582,48.69511619,46.84775654,49.33631185,51.35553977,6.383988945,6.643217852,58.35191642,51.84664396,41.88246346,43.13893737,44.43315489
Imports Of Goods And Services (% Of GDP),NE.IMP.GNFS.ZS,Lao PDR,LAO,38.17529777,38.26278634,38.52388189,37.7166272,41.16762957,42.82891553,43.86297894,45.59831582,48.69511619,46.84775654,49.33631185,51.35553977,6.383988945,6.643217852,58.35191642,51.84664396,41.88246346,,
Imports Of Goods And Services (% Of GDP),NE.IMP.GNFS.ZS,Malaysia,MYS,1.597825516,92.96214465,91.59299636,87.25168299,95.9281765,9.955667816,9.391665996,86.2972315,77.16874754,71.14217859,71.14469817,69.6822425,68.54184845,67.91954346,64.51873255,61.9213774,6.123565854,63.17393384,61.74541127
Imports Of Goods And Services (% Of GDP),NE.IMP.GNFS.ZS,Malaysia,MYS,1.597825516,92.96214465,91.59299636,87.25168299,95.9281765,9.955667816,9.391665996,86.2972315,77.16874754,71.14217859,71.14469817,69.6822425,68.54184845,67.91954346,64.51873255,61.9213774,6.123565854,63.17393384,61.74541127
Imports Of Goods And Services (% Of GDP),NE.IMP.GNFS.ZS,Myanmar,MMR,0.626857697,0.44671559,0.225449347,0.158394556,0.141121773,0.954384626,0.985159997,0.795595816,0.665474237,0.647488789,15.89933679,0.19168335,1.886254539,18.94566658,22.16854129,26.5684337,21.96176725,27.98867239,28.82833224
Imports Of Goods And Services (% Of GDP),NE.IMP.GNFS.ZS,Myanmar,MMR,0.626857697,0.44671559,0.225449347,0.158394556,0.141121773,0.954384626,0.985159997,0.795595816,0.665474237,0.647488789,15.89933679,0.19168335,1.886254539,18.94566658,22.16854129,26.5684337,21.96176725,27.98867239,
Imports Of Goods And Services (% Of GDP),NE.IMP.GNFS.ZS,Philippines,PHL,53.36563943,52.88288725,55.68873288,54.69227814,54.69876374,51.74156612,48.36277165,43.35861125,39.37225769,33.35838129,36.61619824,35.66771213,34.83965188,32.2276125,32.55897215,34.29428785,37.43223184,4.872637915,44.37474918
Imports Of Goods And Services (% Of GDP),NE.IMP.GNFS.ZS,Philippines,PHL,53.36563943,52.88288725,55.68873288,54.69227814,54.69876374,51.74156612,48.36277165,43.35861125,39.37225769,33.35838129,36.61619824,35.66771213,34.83965188,32.2276125,32.55897215,34.29428785,37.43223184,4.872637915,44.37474918
Imports Of Goods And Services (% Of GDP),NE.IMP.GNFS.ZS,Singapore,SGP,176.1363183,166.397925,165.6598959,174.6323579,187.5721796,195.2784518,197.3257825,181.5978188,28.33294396,167.3478768,171.686595,175.7792273,172.4933529,171.9639837,168.5137834,151.8679446,138.9232798,146.4118227,149.8159819
Imports Of Goods And Services (% Of GDP),NE.IMP.GNFS.ZS,Singapore,SGP,176.1363183,166.397925,165.6598959,174.6323579,187.5721796,195.2784518,197.3257825,181.5978188,28.33294396,167.3478768,171.686595,175.7792273,172.4933529,171.9639837,168.5137834,151.8679446,138.9232798,146.4118227,149.8159819
Imports Of Goods And Services (% Of GDP),NE.IMP.GNFS.ZS,South Korea,KOR,32.93831432,31.17861722,29.32685285,3.6982554,34.46683535,34.37464972,36.38586388,38.58333578,49.97215976,42.8628772,46.23459268,54.25257874,53.54595913,48.89566967,45.21688952,38.37543177,35.42863772,37.68824349,38.99377362
Imports Of Goods And Services (% Of GDP),NE.IMP.GNFS.ZS,South Korea,KOR,32.93831432,31.17861722,29.32685285,3.6982554,34.46683535,34.37464972,36.38586388,38.58333578,49.97215976,42.8628772,46.23459268,54.25257874,53.54595913,48.89566967,45.21688952,38.37543177,35.42863772,37.68824349,38.99377362
Imports Of Goods And Services (% Of GDP),NE.IMP.GNFS.ZS,Thailand,THA,56.45767125,57.17148583,54.3239943,55.17276849,61.44113565,69.45116817,65.41151857,61.91149469,69.25721249,54.83868882,6.764315747,68.82578836,68.72372513,65.29111288,62.51137446,57.23384775,53.63583783,54.34739234,56.48832935
Imports Of Goods And Services (% Of GDP),NE.IMP.GNFS.ZS,Thailand,THA,56.45767125,57.17148583,54.3239943,55.17276849,61.44113565,69.45116817,65.41151857,61.91149469,69.25721249,54.83868882,6.764315747,68.82578836,68.72372513,65.29111288,62.51137446,57.23384775,53.63583783,54.34739234,56.48832935
Imports Of Goods And Services (% Of GDP),NE.IMP.GNFS.ZS,United States,USA,14.35911264,13.15997452,13.22229585,13.43436979,14.71543998,15.54422721,16.24326512,16.4634879,17.47349319,13.6926858,15.74289425,17.25875542,17.39264974,16.46848279,16.43376431,15.29518851,14.64364991,15.47486451,15.32521182
Imports Of Goods And Services (% Of GDP),NE.IMP.GNFS.ZS,United States,USA,14.35911264,13.15997452,13.22229585,13.43436979,14.71543998,15.54422721,16.24326512,16.4634879,17.47349319,13.6926858,15.74289425,17.25875542,17.39264974,16.46848279,16.43376431,15.29518851,14.64364991,15.47486451,15.32521182
Imports Of Goods And Services (% Of GDP),NE.IMP.GNFS.ZS,Vietnam,VNM,57.49559741,56.89447164,61.95773496,67.65469652,73.28545645,67.15353375,7.596875436,84.87593943,83.98787687,72.97433655,8.215125331,83.52367728,76.52531152,81.46895833,83.12975386,88.98816678,91.62339255,98.79114458,12.47486763
Imports Of Goods And Services (% Of GDP),NE.IMP.GNFS.ZS,Vietnam,VNM,57.49559741,56.89447164,61.95773496,67.65469652,73.28545645,67.15353375,7.596875436,84.87593943,83.98787687,72.97433655,8.215125331,83.52367728,76.52531152,81.46895833,83.12975386,88.98816678,91.62339255,98.79114458,12.47486763
"International Tourism, Expenditures (% Of Total Imports)",ST.INT.XPND.MP.ZS,Brunei Darussalam,BRN,,21.34165171,16.88893679,2.464947177,15.82942695,14.82999116,14.56163565,12.99633521,1.774184535,12.83424761,13.21927541,12.55831129,8.748395244,8.299139644,1.521347162,9.425446799,11.59671518,11.66528946,1.296219825
"International Tourism, Expenditures (% Of Total Imports)",ST.INT.XPND.MP.ZS,Cambodia,KHM,2.297577312,2.41674192,2.33912628,1.934249667,2.114229114,3.433589576,3.156833787,3.637888547,3.115954719,2.798439882,1.722347872,3.675969733,3.758727647,3.769646884,3.736672141,4.128148936,4.642535619,5.365337471,4.938312131
"International Tourism, Expenditures (% Of Total Imports)",ST.INT.XPND.MP.ZS,China,CHN,8.791564714,8.363693985,7.971238327,4.755316536,3.858379199,3.354183834,3.172141834,3.138617397,3.153727853,4.244589315,3.974161292,3.973179477,5.247762785,6.642914581,1.14228842,12.47731533,12.87786441,11.65659239,1.884435116
"International Tourism, Expenditures (% Of Total Imports)",ST.INT.XPND.MP.ZS,India,IND,5.441194697,6.123866859,5.74321946,4.717127173,4.415177459,4.55134445,3.882712738,3.834485771,3.184992241,2.836198511,2.389235389,2.476936652,2.432624812,2.477478579,3.159951193,3.595591876,4.642974726,3.891651933,4.111352656
"International Tourism, Expenditures (% Of Total Imports)",ST.INT.XPND.MP.ZS,Indonesia,IDN,5.786774783,6.738668834,9.567951823,7.773951588,6.771681936,5.494485273,6.229594881,6.491347316,6.464792552,6.633952553,5.798216663,4.578993782,4.253349742,4.865859754,5.844473274,5.938469499,6.224656619,5.988223797,5.318662234
"International Tourism, Expenditures (% Of Total Imports)",ST.INT.XPND.MP.ZS,Japan,JPN,9.379675363,8.512716412,8.635169841,8.126241828,8.969289633,7.975711736,5.657985856,5.184848828,4.46496867,5.386592331,4.964178936,4.981383244,4.369289119,3.374686135,2.885197279,2.877771257,3.367742221,3.761645439,3.361591498
"International Tourism, Expenditures (% Of Total Imports)",ST.INT.XPND.MP.ZS,Lao PDR,LAO,1.383293275,0.758748539,0.939635423,1.193839257,1.751146512,1.858481613,1.366585315,1.263316315,3.37573152,5.699213165,9.253956435,9.647298353,16.22154247,22.78538547,17.25456252,14.83662151,14.26317296,13.79393496,12.96768479
"International Tourism, Expenditures (% Of Total Imports)",ST.INT.XPND.MP.ZS,Malaysia,MYS,2.697666446,3.934727579,3.63263272,3.512947467,3.225745718,3.32293956,3.456979481,3.949718536,4.323268335,4.969663714,5.986635288,5.364932689,6.193323364,6.168919276,6.367173793,6.274379222,6.261371341,6.29124886,5.985458724
"International Tourism, Expenditures (% Of Total Imports)",ST.INT.XPND.MP.ZS,Myanmar,MMR,1.21923333,1.363222587,1.778183783,1.813838869,1.451357323,1.686974223,1.52279659,1.179398582,1.387227316,1.322289693,1.146412779,1.538245774,2.915944852,1.119171197,0.844219335,0.931942328,1.311493294,0.736795562,0.625447844
"International Tourism, Expenditures (% Of Total Imports)",ST.INT.XPND.MP.ZS,Philippines,PHL,5.215198289,5.816746987,5.419944472,4.45418368,3.812876357,7.573589724,6.336744957,6.16985919,6.652836361,7.771723268,9.848652175,8.525685939,8.973128442,1.713597317,12.63685369,13.16961354,11.42368243,1.529116249,9.614159616
"International Tourism, Expenditures (% Of Total Imports)",ST.INT.XPND.MP.ZS,Singapore,SGP,2.681721793,4.417225823,5.356853612,4.915489585,4.359582295,4.349176738,3.842635782,4.111432376,4.588428648,4.833391396,4.541943143,4.362287432,4.545833763,4.614492559,4.81484294,5.839686833,5.414591131,4.949842754,4.552571262
"International Tourism, Expenditures (% Of Total Imports)",ST.INT.XPND.MP.ZS,South Korea,KOR,4.236583176,4.995592427,6.23816417,5.184661687,5.547179675,5.419297489,5.591159565,5.618657134,4.136198516,4.111832814,4.536332258,3.35365674,3.457731144,3.775776468,4.6821514,5.226272727,5.873975768,5.884537846,5.355449836
"International Tourism, Expenditures (% Of Total Imports)",ST.INT.XPND.MP.ZS,Thailand,THA,4.491727374,4.821453836,5.273392692,4.158559571,4.988625862,3.759813317,4.246395914,4.234452654,3.289256382,3.761757312,3.447224396,2.959129156,2.961984196,2.997614578,3.464882512,4.151617976,5.935395742,5.115928783,5.17345478
"International Tourism, Expenditures (% Of Total Imports)",ST.INT.XPND.MP.ZS,United States,USA,5.952514425,5.826716248,5.464836659,5.225351595,5.319714488,5.736439814,4.814368968,4.781342644,4.698914892,5.23446624,4.686411787,4.352141986,4.713834371,4.723512588,4.939193535,5.426112416,5.92178669,5.986216315,5.966416379
"International Tourism, Expenditures (% Of Total Imports)",ST.INT.XPND.MP.ZS,Vietnam,VNM,1.963659659,2.243972845,2.877597459,2.151547166,2.218898619,2.286695792,2.2883892,1.85455148,1.558345646,1.591233365,1.683964534,1.565718995,1.588116575,1.494833789,1.736668619,2.165522859,2.468499273,2.276741619,2.468364448
"Manufacturing, Value Added (% Of GDP)",NV.IND.MANF.ZS,Brunei Darussalam,BRN,15.36311712,15.72556812,15.68413351,15.31572793,13.2873789,12.37694693,1.56359666,1.381125227,13.77783644,13.96936834,14.96367412,16.43565262,16.62395496,16.49878537,16.12843664,14.52919339,11.46617856,12.65818419,14.66942253
"Manufacturing, Value Added (% Of GDP)",NV.IND.MANF.ZS,Cambodia,KHM,15.96956726,16.76945233,17.68154418,18.24269898,18.7827927,17.84666535,18.56459349,17.33274648,15.34741768,14.41717785,14.69387986,15.17259358,15.87864358,15.49579173,15.39756683,16.13771972,15.99518559,16.18857357,16.34941364
"Manufacturing, Value Added (% Of GDP)",NV.IND.MANF.ZS,China,CHN,,,,,31.97569973,32.93924329,32.45232857,32.38335596,32.11941289,31.59624256,31.61281829,32.64789966,31.52857514,3.671965958,3.546348888,29.57686644,28.95563446,29.32971669,29.41437361
"Manufacturing, Value Added (% Of GDP)",NV.IND.MANF.ZS,India,IND,15.92723183,15.37212832,15.55871726,15.58738665,15.82724575,15.97317447,17.33653331,16.86456778,17.98674149,17.14357767,17.29934249,16.13933813,15.81692373,15.25322693,15.65571118,15.58385459,15.19991515,14.87364157,14.82479713
"Manufacturing, Value Added (% Of GDP)",NV.IND.MANF.ZS,Indonesia,IDN,22.65975128,3.754597217,31.95327849,28.25284184,28.65826586,27.47574846,27.53757482,27.48412749,27.81427299,26.35547453,22.38628592,21.76854538,21.45955554,21.28688682,21.75176556,2.985787431,2.522974686,2.163899548,19.86443851
"Manufacturing, Value Added (% Of GDP)",NV.IND.MANF.ZS,Japan,JPN,22.5582135,21.25379298,2.883717433,21.11371181,21.33245317,21.64485794,21.6138923,22.76455548,21.42827655,19.14615877,2.833143924,19.665716,19.73152426,19.43625645,19.73129744,2.813321845,2.675263423,2.727184711,
"Manufacturing, Value Added (% Of GDP)",NV.IND.MANF.ZS,Lao PDR,LAO,8.718872836,9.144431736,1.149262891,9.812192696,1.989932139,9.641612232,9.455624323,1.618322217,1.831157391,11.67926547,11.94413727,1.671366147,8.983772742,8.435422833,8.427695285,8.195219527,7.771563828,7.483534519,7.45272744
"Manufacturing, Value Added (% Of GDP)",NV.IND.MANF.ZS,Malaysia,MYS,3.863549766,29.33644399,29.24639822,29.92867189,3.378147366,27.54968827,27.56687563,26.12258394,24.56717658,23.81455129,23.43377557,23.32244897,23.13817629,22.84742426,22.87393243,22.29331236,21.79694614,21.85633632,21.56396328
"Manufacturing, Value Added (% Of GDP)",NV.IND.MANF.ZS,Myanmar,MMR,7.164738178,7.828597333,9.177232455,9.799414412,11.58334788,12.81633699,13.99231945,14.88641379,16.82969348,18.78552484,19.86282851,19.72131197,2.923544498,19.91591375,19.93758334,2.881418828,22.85134394,23.85372546,
"Manufacturing, Value Added (% Of GDP)",NV.IND.MANF.ZS,Philippines,PHL,24.46739276,24.66686544,24.69244523,24.64264684,23.94833466,24.53452589,23.62118535,22.74423399,22.86791352,21.26441672,21.44488498,21.92382184,2.555815833,2.413692678,2.679273953,2.361311422,19.66524989,19.45538585,19.53758739
"Manufacturing, Value Added (% Of GDP)",NV.IND.MANF.ZS,Singapore,SGP,25.86148638,23.39469785,24.73764323,24.76541269,27.1193676,27.76761798,26.57859858,23.82265195,2.585664974,2.27337643,2.773833253,19.58255158,19.11682199,17.63849615,17.99976889,18.89329855,17.6143513,18.87931329,2.817774538
"Manufacturing, Value Added (% Of GDP)",NV.IND.MANF.ZS,South Korea,KOR,26.12784315,24.66557784,24.22473775,23.86799213,25.72134547,25.51615448,25.86113857,25.46133852,25.79823565,26.51442994,27.81183585,28.47878653,28.16858784,28.23869313,27.48912524,27.85558887,26.78182784,27.57238289,27.22828188
"Manufacturing, Value Added (% Of GDP)",NV.IND.MANF.ZS,Thailand,THA,28.59267473,28.34899732,28.71658898,29.77326397,29.6451956,29.79381599,3.337348366,3.747946274,3.797958449,29.61271886,31.71679143,29.13565233,28.11136185,27.73264478,27.72177548,27.53916334,27.37817932,27.32378774,26.9167612
"Manufacturing, Value Added (% Of GDP)",NV.IND.MANF.ZS,United States,USA,15.11687846,13.92241964,13.44541916,13.31683112,13.18194285,12.99374414,12.99411723,12.78247559,12.25572165,11.73147227,11.93268487,11.95221669,11.85226847,11.86799922,11.63971961,11.61535452,11.12225144,11.15358279,
"Manufacturing, Value Added (% Of GDP)",NV.IND.MANF.ZS,Vietnam,VNM,18.44699116,19.65966819,2.457312937,2.327569959,2.337421555,18.82328356,19.38725627,19.38414495,18.57965765,18.31354592,12.94635169,13.35465235,13.28469452,13.33518588,13.17879577,13.6947269,14.26551386,15.33157876,15.99651555
Net Acquisition Of Financial Assets (% Of GDP),GC.AST.TOTL.GD.ZS,Brunei Darussalam,BRN,,,,,,,,,,,,,,,,,,,
Net Acquisition Of Financial Assets (% Of GDP),GC.AST.TOTL.GD.ZS,Cambodia,KHM,0.588176202,0.619132844,0.651718784,0.341464724,-0.175399512,0.631365677,-0.882431756,3.71881536,2.491712369,-2.282334477,-0.31441515,-0.65148658,0.14493578,0.138548763,2.325524938,2.195749833,1.937717229,2.912554495,1.768619951
Net Acquisition Of Financial Assets (% Of GDP),GC.AST.TOTL.GD.ZS,China,CHN,,,,,,,,,,,,,,,,,,,
Net Acquisition Of Financial Assets (% Of GDP),GC.AST.TOTL.GD.ZS,India,IND,1.559239652,1.632614836,0.414221462,-0.553447586,1.864243946,1.389786564,0.143631795,1.785792511,-0.348727318,0.695337311,0.935192362,0.771376458,0.714299139,1.138467565,0.637551935,0.943974663,0.785164491,0.838254537,0.838254537
Net Acquisition Of Financial Assets (% Of GDP),GC.AST.TOTL.GD.ZS,Indonesia,IDN,-1.373401494,-1.057519705,-0.315881789,-2.642532599,-1.54513326,0.244243556,0.488487113,0.976974225,1.385789415,0.265818417,0.711148798,0.294457441,-0.126825577,0.137671439,0.294459484,0.715695733,0.766174847,0.651276554,0.693557816
Net Acquisition Of Financial Assets (% Of GDP),GC.AST.TOTL.GD.ZS,Japan,JPN,3.114545876,-0.528936817,1.989138364,6.534585138,0.621941496,-0.348346772,-2.6994178,0.813841646,-1.755871774,1.221754399,-0.549331183,2.258752138,-0.892829552,0.333481989,1.575827632,-1.479339764,0.842745264,-0.868979947,0.614649846
Net Acquisition Of Financial Assets (% Of GDP),GC.AST.TOTL.GD.ZS,Lao PDR,LAO,,,,,,,,,,,,,,,,,,,
Net Acquisition Of Financial Assets (% Of GDP),GC.AST.TOTL.GD.ZS,Malaysia,MYS,-1.103593824,-1.161677709,-1.222818641,-0.17575322,1.311892467,-2.687352111,-0.497596995,0.547422366,0.162749132,0.963815539,-0.116445387,0.386837155,0.749886744,0.914288436,0.555319925,0.289154125,0.711451887,0.614573227,0.112182194
Net Acquisition Of Financial Assets (% Of GDP),GC.AST.TOTL.GD.ZS,Myanmar,MMR,,,,,,,,,,,,,,,,,,,
Net Acquisition Of Financial Assets (% Of GDP),GC.AST.TOTL.GD.ZS,Philippines,PHL,1.431615888,0.293663753,1.386212789,1.798772443,1.558461253,0.374796378,0.598214936,0.571486915,0.447616223,-0.752914542,0.535315234,-0.485181193,3.681353324,0.789632161,0.443473534,-0.445926514,-1.597558222,1.617538841,-0.341137367
Net Acquisition Of Financial Assets (% Of GDP),GC.AST.TOTL.GD.ZS,Singapore,SGP,18.7252118,12.88244566,1.785881692,1.447983428,12.49536867,11.97848846,9.943452253,23.19969793,15.85697975,14.41399248,17.46144398,19.45268762,16.44426547,4.185176149,1.774414435,13.67181642,14.88593153,15.77155169,14.69512965
Net Acquisition Of Financial Assets (% Of GDP),GC.AST.TOTL.GD.ZS,South Korea,KOR,3.221974213,0.436436238,-0.135347467,-2.686324377,0.124869999,0.343347388,0.445237558,-0.1455528,5.281221723,4.988249162,2.827499824,2.817481932,3.793927912,5.253264854,4.349525115,3.855356363,4.213943996,3.453714293,3.731567492
Net Acquisition Of Financial Assets (% Of GDP),GC.AST.TOTL.GD.ZS,Thailand,THA,1.686467752,1.139246943,-0.635455114,1.655967447,4.189762521,2.78954514,3.994784164,1.695889969,1.993571922,2.554876372,1.758255575,1.935257962,1.768216954,2.16939495,0.377781167,1.391756485,2.973731746,2.243637753,1.939433995
Net Acquisition Of Financial Assets (% Of GDP),GC.AST.TOTL.GD.ZS,United States,USA,0.443888595,0.494453824,0.676748254,0.29735976,0.345594696,0.225719967,-0.112748979,-0.374345429,3.474262332,0.861581265,1.583374234,-1.174653674,0.695593313,1.295321737,0.988554422,1.292876478,1.129498444,0.841865213,1.236435898
Net Acquisition Of Financial Assets (% Of GDP),GC.AST.TOTL.GD.ZS,Vietnam,VNM,,,,,,,,,,,,,,,,,,,
"Personal Remittances, Received (% Of GDP)",BX.TRF.PWKR.DT.GD.ZS,Brunei Darussalam,BRN,,,,,,,,,,,,,,,,,,,
"Personal Remittances, Received (% Of GDP)",BX.TRF.PWKR.DT.GD.ZS,Cambodia,KHM,2.789637146,2.831324934,2.871129374,2.752182984,2.761429596,2.612839536,2.525226245,2.156531757,1.815297135,1.367194539,4.958578733,4.759716632,6.837923218,6.588698435,6.644958239,6.567729699,5.951278669,5.837221478,5.839634112
"Personal Remittances, Received (% Of GDP)",BX.TRF.PWKR.DT.GD.ZS,China,CHN,0.625817443,0.926458596,0.161294736,0.278586119,0.339644715,0.145983858,0.156957918,0.192463962,0.198866715,0.185179731,0.224131756,0.219452575,0.213617569,0.185886635,0.286539417,0.434786551,0.316266436,0.23614282,0.178616258
"Personal Remittances, Received (% Of GDP)",BX.TRF.PWKR.DT.GD.ZS,India,IND,2.755561935,2.942169588,3.558596627,3.455516813,2.644691499,2.696926612,3.133841319,3.587384932,4.168696488,3.666771239,3.191669348,3.428269194,3.765544552,3.768488566,3.451912151,3.275817292,2.739411693,2.633411924,2.898482162
"Personal Remittances, Received (% Of GDP)",BX.TRF.PWKR.DT.GD.ZS,Indonesia,IDN,0.721241486,0.651928886,0.643419783,0.634173835,0.726653829,1.895843189,1.569616178,1.428528666,1.331599328,1.258924757,0.915919252,0.775387463,0.785753678,0.834434842,0.959926227,1.122446298,0.955775529,0.885298633,1.761496965
"Personal Remittances, Received (% Of GDP)",BX.TRF.PWKR.DT.GD.ZS,Japan,JPN,0.158241146,0.293528712,0.273836125,0.182456929,0.166543711,0.193559312,0.259799222,0.36545862,0.343868678,0.348128862,0.295515783,0.346227144,0.493971326,0.458491685,0.769813236,0.757515974,0.777492868,0.914212752,0.878931755
"Personal Remittances, Received (% Of GDP)",BX.TRF.PWKR.DT.GD.ZS,Lao PDR,LAO,0.381238883,0.392721653,0.414868675,0.378476668,0.339781112,0.33411587,0.122715817,0.146947494,0.326545152,0.644211955,0.586751968,1.266557717,1.991774856,1.427177814,1.417257653,1.314847116,1.198613533,1.441431916,1.329381244
"Personal Remittances, Received (% Of GDP)",BX.TRF.PWKR.DT.GD.ZS,Malaysia,MYS,0.365382575,0.395656979,0.431352799,0.518185444,0.642783932,0.778193155,0.839353419,0.845776335,0.575819248,0.559124789,0.432491586,0.466786139,0.41145935,0.442949834,0.467227234,0.545443817,0.532411457,0.516978319,0.478284226
"Personal Remittances, Received (% Of GDP)",BX.TRF.PWKR.DT.GD.ZS,Myanmar,MMR,1.147129939,1.793175896,1.554935173,0.864511778,1.131438448,1.824714977,0.794123341,0.413831242,0.171813317,0.147595959,0.231838845,0.211873369,0.458168423,2.727543773,2.848412982,3.358536488,3.793968335,3.864125687,3.988583956
"Personal Remittances, Received (% Of GDP)",BX.TRF.PWKR.DT.GD.ZS,Philippines,PHL,8.545373565,11.48675929,11.96569137,12.22624695,12.55994916,13.32332976,12.6798115,11.52511444,1.821583673,11.85743949,1.841598528,1.285227477,9.842469737,9.828289156,1.816437957,1.178289697,1.213912633,1.461644644,1.216957142
"Personal Remittances, Received (% Of GDP)",BX.TRF.PWKR.DT.GD.ZS,Singapore,SGP,,,,,,,,,,,,,,,,,,,
"Personal Remittances, Received (% Of GDP)",BX.TRF.PWKR.DT.GD.ZS,South Korea,KOR,0.854191678,0.847234295,0.843124946,0.863338884,0.775964232,0.579266974,0.479295532,0.459165695,0.696264951,0.665181641,0.534829124,0.549568339,0.538852415,0.495969387,0.465765382,0.467462263,0.461956195,0.426352838,0.439977553
"Personal Remittances, Received (% Of GDP)",BX.TRF.PWKR.DT.GD.ZS,Thailand,THA,1.342475229,1.411316487,1.275434439,1.555184473,0.938673184,0.626996353,0.612667288,0.621751548,0.651516894,1.351744243,1.299646788,1.417315892,1.422883568,1.566585999,1.616411635,1.468971584,1.525489449,1.476553892,1.478453265
"Personal Remittances, Received (% Of GDP)",BX.TRF.PWKR.DT.GD.ZS,United States,USA,0.428682394,0.426486125,0.417869869,0.477413656,0.387596689,0.367894946,0.366857948,0.361131978,0.364579489,0.397261167,0.395542899,0.392727563,0.389145962,0.393986263,0.3711389,0.361457522,0.338372642,0.314389334,0.324566225
"Personal Remittances, Received (% Of GDP)",BX.TRF.PWKR.DT.GD.ZS,Vietnam,VNM,4.298658147,3.365437698,5.478972623,5.393971127,5.849858872,5.465594415,5.725334765,7.983827982,6.864723218,5.678459954,7.124881684,6.345166914,6.417661326,6.42447136,6.444522953,6.727347365,6.828489428,6.731595992,6.524921279
Population Growth (Annual %),SP.POP.GROW,Brunei Darussalam,BRN,2.196517232,2.47749852,1.965727835,1.861453375,1.723488549,1.568184375,1.439335759,1.261912434,1.181371824,1.175132443,1.227117263,1.288981384,1.337513163,1.352256699,1.313717176,1.246812445,1.172486547,1.169992118,1.519937428
Population Growth (Annual %),SP.POP.GROW,Cambodia,KHM,2.236513353,2.372236316,1.855443294,1.71367667,1.622623232,1.579236514,1.527856858,1.489499886,1.47937368,1.499593573,1.539281394,1.588817643,1.634296967,1.649849654,1.638838965,1.637685446,1.565227512,1.532617455,1.493553714
Population Growth (Annual %),SP.POP.GROW,China,CHN,0.787956593,0.726386378,0.669999568,0.622869361,0.593932815,0.58812499,0.558374367,0.522271866,0.512386932,0.497381488,0.482959689,0.479154542,0.487231118,0.493796335,0.563115918,0.581367473,0.541478513,0.559121331,0.455899679
Population Growth (Annual %),SP.POP.GROW,India,IND,1.768125412,1.728767638,1.689562682,1.651499571,1.615375896,1.579712944,1.545696178,1.592227734,1.464898168,1.415822997,1.353394578,1.288575588,1.231622928,1.18316713,1.145623988,1.116633913,1.898882648,1.625973939,1.373233638
Population Growth (Annual %),SP.POP.GROW,Indonesia,IDN,1.379995281,1.368945495,1.357351258,1.348842378,1.341877472,1.336315253,1.329588679,1.32383679,1.323339842,1.329218178,1.337774157,1.347997889,1.351892192,1.349216156,1.318769469,1.267465577,1.219765616,1.175125915,1.133769868
Population Growth (Annual %),SP.POP.GROW,Japan,JPN,0.167275578,0.249525875,0.232527187,0.213989488,0.336622583,0.939296558,0.633735894,0.114988477,0.484253946,-0.124946312,0.179654152,-0.185226486,-0.159716758,-0.144271883,-0.132694222,-0.161249937,-0.115284178,-0.164484364,-0.226734518
Population Growth (Annual %),SP.POP.GROW,Lao PDR,LAO,1.67356146,1.632752129,1.534751286,1.567168616,1.522747766,1.567736845,1.627934238,1.677145842,1.695765498,1.672871671,1.621975135,1.562373555,1.516119165,1.494824989,1.493868185,1.515739448,1.549434657,1.553629935,1.548229915
Population Growth (Annual %),SP.POP.GROW,Malaysia,MYS,2.324616941,2.195537144,2.839566532,2.561212468,1.97175446,1.965262196,1.978668823,1.959194584,1.911365239,1.81567479,1.691277132,1.557999514,1.445666733,1.369113713,1.344965916,1.344947677,1.357864517,1.361929885,1.352511651
Population Growth (Annual %),SP.POP.GROW,Myanmar,MMR,1.159581323,1.761574618,1.59567473,0.932142376,0.859414762,0.795334584,0.714756263,0.647832474,0.619115799,0.642995946,0.694989178,0.767385412,0.826338828,0.849756953,0.822712218,0.762333351,0.689521233,0.633962381,0.684826517
Population Growth (Annual %),SP.POP.GROW,Philippines,PHL,2.159431996,2.132648254,2.119212938,2.518192465,1.977348825,1.889366661,1.793723347,1.711143498,1.659961792,1.649857397,1.666112353,1.691813951,1.741268526,1.692829576,1.646689216,1.579367422,1.572761638,1.445492876,1.396134284
Population Growth (Annual %),SP.POP.GROW,Singapore,SGP,1.732422325,2.697355843,0.912639858,-1.474532842,1.251916674,2.355112886,3.129389157,4.166286369,5.321517833,3.159499148,1.771832879,2.849245667,2.453393331,1.619389859,1.29844178,1.186376937,1.297436994,0.8859547,0.469742987
